2025-06-06T05:48:46.807Z [AUDIT] Token created by 'anonymous': tokenId='e4ea4a61-ac26-4177-8f35-ee482c0d3dda', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T13:08:14.335Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='94b216b8-1497-4a71-a1a3-e57e8c5a438d', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215414335, refreshable=false
2025-06-06T13:09:12.715Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='20f03f45-c8df-4dee-8db7-1e71a27f4df3', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215472714, refreshable=false
2025-06-06T13:10:17.774Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='f7a26ce1-a316-4ebc-a6ae-1d55f6bf7bf2', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215537773, refreshable=false
2025-06-06T13:11:15.320Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='227bf393-12e5-40a4-8dcb-4820bf6b03b1', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215595295, refreshable=false
2025-06-06T13:11:18.079Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='0c0ea199-20bd-47a9-bcdc-65726721c45f', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749216078040, refreshable=false
2025-06-06T13:11:18.092Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='d8870176-ae4e-48d1-aedb-5855b8e2d241', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078068, refreshable=false
2025-06-06T13:11:18.096Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='c7fdc596-3f2d-42dd-a4e0-9925e231dcac', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078095, refreshable=false
2025-06-06T13:11:18.099Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='8900b78b-6ed0-4124-a2d7-985358981da0', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749216078084, refreshable=false
2025-06-06T13:11:18.100Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='2d9887e6-1657-4374-9920-29e734c8c538', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078084, refreshable=false
2025-06-06T13:11:18.399Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='6f5865f3-6e29-47c6-89d4-9b80b8f29f11', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078397, refreshable=false
2025-06-06T13:11:18.400Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='96173d01-fe96-4d49-8f35-c1a94d5034fe', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078399, refreshable=false
2025-06-06T13:11:18.406Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='5640072a-b421-4644-8f2d-65df21d801c6', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078405, refreshable=false
2025-06-06T13:11:18.431Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='5db9fc4c-b1f2-4635-9868-a6155cd13f99', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078424, refreshable=false
2025-06-06T13:11:18.449Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='44344ce4-5b9f-45fd-bdad-e3dbb374abdc', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078436, refreshable=false
2025-06-06T13:11:18.616Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='bee254ac-569c-444a-8ebb-852ef7ef3404', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078614, refreshable=false
2025-06-06T13:11:18.629Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='08537469-1d7b-4146-8561-306983e76929', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216078623, refreshable=false
2025-06-06T13:11:19.436Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='bfa85ad3-5829-4e18-b9d3-2625f2823df6', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216079435, refreshable=false
2025-06-06T13:11:19.436Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='55b2f2f5-de5a-4a4b-b774-d9771f12b0d2', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749216079435, refreshable=false
2025-06-06T13:11:21.958Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='ec5363b0-d5db-4cea-958d-56fa976b2288', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/jffe@01jx1whbjf25v712c2mrk11s4z', expiry=1749216081958, refreshable=false
2025-06-06T13:12:01.163Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='cde21cbb-831c-48f0-aa6d-88ad6ae20c06', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749217321154, refreshable=true
2025-06-06T13:12:01.290Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='b01329d5-70d3-48d9-9294-b5bc5bbf183e', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749216121290, refreshable=false
2025-06-06T13:12:01.843Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='be66919d-98a8-46c8-900e-47f9b2138689', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749216121842, refreshable=false
2025-06-06T13:12:12.659Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='7be5f334-3463-4c3b-951d-0fd2786eab38', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215652659, refreshable=false
2025-06-06T13:13:12.676Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='43c16491-66b4-448f-971d-5b31d2193fc2', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215712675, refreshable=false
2025-06-06T13:14:12.664Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='db90dc53-eea0-47a2-842c-05683743833a', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215772663, refreshable=false
2025-06-06T13:15:12.659Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='06c61eb9-1774-4202-a623-362cb0dbbf2b', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215832658, refreshable=false
